"FullName","LastWriteTime","Length"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260301171545_Затраты (50).xlsx","01.03.2026 17:15:13","5194"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Детальный_по_взаиморасчетам_с_контрагентами (95).xlsx.__clean.xlsx","01.03.2026 17:15:13","85767"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260301171542_Детальный_по_взаиморасчетам_с_контрагентами (95).xlsx","01.03.2026 17:15:13","85353"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Детальный Дебиторы Оксана (107).xlsx.__clean.xlsx","01.03.2026 17:15:13","24417"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Детальный Дебиторы Магира (111).xlsx.__clean.xlsx","01.03.2026 17:15:13","30236"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260301171540_Детальный Дебиторы Оксана (107).xlsx","01.03.2026 17:15:13","24104"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260301171539_Детальный Дебиторы Магира (111).xlsx","01.03.2026 17:15:13","29916"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Детальный Дебиторы Ергали (100).xlsx.__clean.xlsx","01.03.2026 17:15:13","19468"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260301171538_Детальный Дебиторы Ергали (100).xlsx","01.03.2026 17:15:13","19165"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Детальный Дебиторы Алена (103).xlsx.__clean.xlsx","01.03.2026 17:15:13","19600"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260301171537_Детальный Дебиторы Алена (103).xlsx","01.03.2026 17:15:13","19307"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость по денежным средствам (351).xlsx.__clean.xlsx","01.03.2026 17:15:13","8957"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами (338).xlsx.__clean.xlsx","01.03.2026 17:15:13","24055"
"E:\GPT1C_Processor_analitic\reports\rejected\cash\20260301_171520_Ведомость по денежным средствам (351).xlsx","01.03.2026 17:15:13","8670"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260301171524_Ведомость_по_взаиморасчетам_с_контрагентами (338).xlsx","01.03.2026 17:15:13","23688"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Оксана (267).xlsx.__clean.xlsx","01.03.2026 17:15:13","9920"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260301171534_Ведомость_по_взаиморасчетам_с_контрагентами_Оксана (267).xlsx","01.03.2026 17:15:13","9622"
